红楼梦原文,English Translation
且 父母 在家 ， 思想 女儿 ， 不能 一 见 ， 倘 因此 成疾 ， 亦 大 伤 天 和 之事 。,"And from there he got to thinking of the parents themselves , how they must long for the daughters they can never see again . And then he thought what a crime against Nature it would be if any of those parents were to become ill as a result of not seeing their daughters ."
所以 启奏 太上皇 、 皇太后 ， 每月 逢 二六 日期 ， 准椒 房 眷属 入 宫请候 。,And so he addressed a Memorial to the Ex-Emperor and Ex-Empress requesting permission to allow the families of palace ladies to visit them in the Palace on the twelfth day of every month .
于是 太上皇 、 皇太后 大喜 ， 深赞 当今 至孝 纯 仁 ， 体天格物 ， 因此 二位 老 圣人 又 下 谕旨 说 ： 椒 房 眷属 人宫 ， 未免 有关 国体 仪制 ， 母女 尚未 能 惬怀 。,"When Their Old Majesties saw this Memorial they were very pleased and praised the Emperor for his piety and goodness - "" doing Heaven 's work among men "" they called it . But they pointed out in their Rescript that when the families of court ladies entered the Palace on these visits , they would inevitably be hampered by the restrictions of court etiquette in the expression of their natural feelings ."
竟大 开 方便 之 恩 ， 特降谕 诸椒 房 贵戚 ， 除 二 六日 入 宫之恩 外 ， 凡 有重 宇 别院 之 家 ， 可以 驻辟 关防 者 ， 不妨 启请 内廷 銮舆 人其私 第 ， 庶可 尽 骨肉 私情 ， 共享 天伦之乐 事 。,"So in the end , by an act of supreme generosity , the Emperor issued a special decree in which he said that , apart from allowing the families of court ladies to visit their daughters in the Palace on the twelfth day of each month , he would allow any family which had a separate house or annexe capable of being maintained in the degree of security specified for a Temporary Imperial Residence to make written application for permission to receive a Visitation in their own home , where the pleasures of reunion could be enjoyed in an atmosphere of intimacy and affection ."
此 旨下 了 ， 谁 不 踊跃 感戴 ！,The proclamation of this decree has created quite a stir .
现今 周贵妃 的 父亲 已 在 家里 动 了 工 ， 修盖 省亲 的 别院 呢 。 又 有 吴 贵妃 的 父亲 吴天 祐 家 ， 也 往 城外 踏看 地方 去 了 。,"The Imperial Concubine Lady Zhou s father already has the builders at work on a special wing for visitations in his house , and Lady Wu is father , Wu Tian-you , has been outside the city looking for a site ."
— — 这 岂非 有 八九分 了 ？ ”,"So its already eight or nine parts settled , as I said . '"
赵嬷嬷 道 ： “ 阿弥陀佛 ！,' Bless my soul ! ' said Nannie Zhao .
原来如此 。,' So that is what it is !
这样 说起 ， 咱们 家 也 要 预备 接大 姑奶奶 了 ？ ”,"Well , I suppose in that case we shall soon be getting ready to receive our young lady ? '"
贾琏 道 ： “ 这 何用 说 ？,"' Of course , ' said Jia Lian ."
不么 这 会子 忙 的 是 什么 ？ ”,' What else do you think we are all so busy about ? '
凤姐 笑 道 ： “ 果然如此 ， 我 可 也 见 个 大 世面 了 。,"' If we do receive her , ' said Xi-feng , ' it should be an experience worth remembering ."
可恨 我 小 几岁 年纪 ， 若 早 生 二三十年 ， 如今 这些 老人家 也 不薄 我 没 见世面 了 。,I have often wished I would been born twenty or thirty years earlier so that the old folk would not be able to look down on me for having missed so much .
说起 当年 太祖 皇帝 仿 舜 巡 的 故事 ， 比 一部 书 还 热闹 ， 我 偏偏 的 没 赶上 。 ”,To hear them talk about the Emperor Tai-zu 's Southern Progress is better than listening to a story-teller . How I wish I would been there to see it all ! '
赵嬷嬷 道 ： “ 暧哟 ！,"' Ah , now ! ' said Nannie Zhao ."
那 可是 千载难逢 的 ！,' That is the sort of thing that scarce comes once in a thousand years !
那 时候 我 才 记事儿 。,I was not so young then that I can not still remember .
咱们 贾府 正在 姑苏 扬州 一带 监造 海船 ， 修理 海塘 ， 只 预备 接驾 一次 ， 把 银子 花 的 象 淌 海水 似的 ！,"The head of the Jia family in those days was Superintendant of Shipyards and Harbour Maint ' nance in the Soochow-Yangchow area and was chosen to receive the Emperor on one of his visits . The way they spent silver on that visit , why , it was like pouring out salt sea water !"
说 起来 — — ”,I call to mind . . . '
凤姐忙 接道 ： “ 我们 王府 里 也 预备 过 一次 。,"Xi-feng in her eagerness cut her short : ' We Wangs received the Emperor on one of his visits , too ."
那时 我 爷爷 专管 各国 进贡 朝贺 的 事 ， 凡 有 外国人 来 ， 都 是 我们 家 养活 。,"At that time my grandfather was in charge of all the foreign tribute and the embassies going up to Court . Whenever any foreigners arrived , it was always my family that put them up ."
粤 、 闽 、 滇 、 浙 所有 的 洋船 货物 都 是 我们 家 的 。 ”,"All the goods brought by the foreign ships to the seaports in Kwangtung , Fukien , Yunnan and Chekiang passed through our hands . '"
赵嬷嬷 道 ： “ 那 是 谁 不 知道 的 ？,"' Everybody knows that , ' said Nannie Zhao ."
如今 还有 个 俗语 儿 呢 ， 说 ： ‘ 东海 少 了 白玉 床 ， 龙王 来 请 金陵 王 。 ’ 这 说 的 就是 奶奶 府上 了 。,"' There is even a rhyme about it : The King of the Ocean Goes along , When he is short of gold beds , To the Nanking Wang , That is your family : the "" Nanking Wangs "" ."
如今 还有 现在 江南 的 甄家 ， 暧哟 ！,"But then there is the Zhens , who still live down that way in Kiangnan . My word !"
好 势派 ！,There is riches for you !
独 他们 家 接驾 四次 ， 要不是 我们 亲眼看见 ， 告诉 谁 也 不信 的 。,"That family alone received the Emperor four times ! If I had not seen with my own two eyes , I do not care who told me , I would not have credited it , the sights I saw then !"
别 讲 银子 成 了 粪土 ， 凭 是 世上 有 的 ， 没有 不是 堆山积海 的 。,Never mind silver . Silver was just dirt to them . Every precious thing in the world you can think of they had there in mountains !
‘ 罪过 可惜 ’ 四个 字 竟 顾不得 了 ！ ”,"Words like "" save "" and "" spare "" they just did not seem to know the meaning of ! '"
凤姐 道 ： “ 我 常 听见 我们 太爷 说 ， 也 是 这样 的 。,"' I believe you , ' said Xi-feng . ' I have heard my grandfather talk about it , and he said it was just like that ."
岂 有 不信 的 ？ 只 纳罕 他家 怎么 就 这样 富贵 呢 ？ ”,But it still amazes me that a single family could have so much wealth . '
赵嬷嬷 道 ： “ 告诉 奶奶 一句 话 ： 也 不过 拿 着 皇帝 家 的 银子 往 皇帝 身上 使 罢了 ！,"' I will tell you something , Mrs Lian , ' said the knowledgeable Nannie . ' Twere no more than paying for the Emperor 's entertainment with the Emperor 's own silver ."
谁家 有 那些 钱 买 这个 虚 热闹 去 ？ ”,No family that ever lived had money enough of its own to pay for such spectacles of vanity ! '
正说 着 ， 王夫人 又 打发 人 来 瞧 凤姐 吃 完 了 饭 不曾 。,"While they were chatting , Lady Wang sent someone round to see if Xi-feng had finished her dinner yet ."
凤姐 便 知 有事 等 他 ， 赶忙 的 吃了饭 ， 漱口 要 走 ， 又 有 二门 上 小厮 们 回 ： “ 东府里 蓉 蔷 二位 哥儿 来 了 。 ”,"Xi-feng realized that there must be something which demanded her attention and , finishing hurriedly , rinsed out her mouth and prepared to go . Before she could leave , however , the pages from the second gate announced the arrival of Jia Rong and Jia Qiang from the Ning-guo mansion next door ."
贾琏 才 漱 了 口 ， 平儿 捧 着 盆 盥手 ， 见 他 二人 来 了 ， 便 问 ： “ 说 什么 话 ？ ”,Jia Lian had just finished rinsing his mouth and was washing his hands in a basin held out for him by Patience when the two young men came into the room . ' What is your message ? ' he asked them .
凤姐因 亦 止步 ， 只 听 贾蓉先 回说 ： “ 我 父亲 打发 我 来回 叔叔 ： 老爷 们 已经 议定 了 ， 从 东边 一带 ， 接着 东府里 花园 起 ， 至 西北 ， 丈量 了 ， 一共 三里 半 大 ， 可以 盖造 省亲 别院 了 。,"Xi-feng , curious , stayed to hear . ' Father sent us to tell you that the uncles have already reached a decision , ' said Jia Rong . They have measured off an area just over a quarter of a mile square which takes in a part of our grounds , including the All-scents Garden , on the east side , and the northwest corner of your grounds on the west , to be turned into a Separate Residence for the Visitation ."
已经 传人 画 图样 去 了 ， 明日 就 得 。,"They have already commissioned someone to draw a plan , which should be ready tomorrow ."
叔叔 才 回家 ， 未免 劳乏 ， 不用 过 我们 那边 去 ， 有话 明日 一早 再 请 过去 面议 。 ”,"Father says as you have just got home he is sure you must be tired , so do not bother to come round tonight . If there is anything to discuss , you can tell him about it first thing tomorrow . '"
贾琏 笑 说 ： “ 多谢 大爷 费心 ， 体谅 我 ， 就 从命 不 过去 了 。,"' Thank your father for me very much , said Jia Lian with a grateful smile . ' It is very good of him to let me of tonight , and I shall do as he says and not go over until tomorrow ."
正经 是 这个 主意 ， 才 省事 ， 盖造 也 容易 ； 若 采置 别的 地方 去 ， 那 更 费事 ， 且 不成体统 。,"I think the great advantage of this proposal is that it is so economical and makes the job of construction so much easier . It would mean very much more trouble if we were to build on land outside , yet at the same time we should lose the convenience this present scheme gives us of a single layout ."
你 回去 说 ： 这样 很 好 ， 若 老爷 们 再 要 改 时 ， 全仗 大爷 谏阻 ， 万 不可 另寻 地方 。,"Tell him when you get back that I think it is an excellent proposal , and that I leave it to him to protest in any way he thinks fit if the others show signs of going back on it . The one thing we must under no circumstances do is to go looking for land outside ."
明日 一早 ， 我 给 大爷 请安 去 ， 再 细 商量 。 ”,"Anyway , I shall be round to see him first thing tomorrow and we can talk about it in detail then ."
贾蓉忙 应 几个 “ 是 ” 。,Jia Rong promised to retail this message .
贾蔷又 近前 回说 ： “ 下 姑苏 请聘 教习 ， 采买 女孩子 ， 置办 乐器行 头等 事 ， 大爷 派 了 侄儿 ， 带领 着赖 管家 两个 儿子 ， 还有 单聘仁 、 卜固修 两个 清客 相公 ， 一同 前去 ， 所以 叫 我 来 见 叔叔 。 ”,"Jia Qiang now stepped forward with a message of his own : ' Uncle Zhen has given me the job of going to Soochow to engage music and drama teachers and to buy girl players and instruments and costumes so that we can have our own theatricals for the visitation . I am to take Lai Sheng is two sons with me ; and two of Great-uncle Zheng 's gentlemen , Shan Pin-ren and Bu Gu-xiu , are coming as well . Uncle said I ought to have a word with you about it before I go . '"
贾琏 听 了 ， 将 贾蔷 打量 了 打量 ， 笑 道 ： “ 你 能够 在 行么 ？,Jia Lian looked the youth up and down appraisingly and laughed : ' Do you think you are qualified for the job ?
这个 事 虽 不 甚 大 ， 里头 却 有 藏掖 的 。 ”,"It may not be a very big one , but I should say the pickings would be pretty good for someone who knew the ropes . '"
贾蔷笑 道 ： “ 只好 学 着 办 罢 咧 。 ”,Jia Qiang laughed too . ' I shall have to learn as I go along ! '
贾蓉 在 灯影 儿 后头 悄悄的 拉 凤姐儿 的 衣裳 襟儿 ， 凤姐 会意 ， 也 悄悄的 摆手 儿 佯作 不知 。,"Jia Rong , who was standing somewhat away from the light , availed himself of the shadow 's concealment to give Xi-feng 's dress a surreptitious tug . She understood perfectly well what his meaning was , but pretended not to , dismissing him with a curt wave of the hand and addressing herself instead to Jia Lian :"
